year,day_type,bus,rail_boardings,total_rides
2004,W,914997,566503,1481500
2004,W,957823,591153,1548976
2004,W,947079,581672,1528751
2004,W,931453,586671,1518124
2004,W,937566,572957,1510523
2004,W,948814,578071,1526885
2004,W,948181,593014,1541195
2004,W,959174,594399,1553573
2004,W,796644,537211,1333855
2004,W,958969,580969,1539938
2004,W,684054,441539,1125593
2004,W,966524,596810,1563334
2004,W,957521,593575,1551096
2004,W,971162,601442,1572604
2004,W,933678,580459,1514137
2004,W,954873,577436,1532309
2004,W,957453,588493,1545946
2004,W,967236,596639,1563875
2004,W,973201,598172,1571373
2004,W,980935,589768,1570703
2004,W,828169,534603,1362772
2004,W,992418,597880,1590298
2004,W,1007360,594376,1601736
2004,W,936797,584225,1521022
2004,W,939138,575845,1514983
2004,W,969634,585973,1555607
2004,W,965244,597735,1562979
2004,W,973415,601851,1575266
2004,W,927076,589420,1516496
2004,W,942238,580254,1522492
2004,W,953320,580038,1533358
2004,W,942197,582515,1524712
2004,W,932468,589641,1522109
2004,W,934303,588303,1522606
2004,W,988154,593249,1581403
2004,W,941254,559786,1501040
2004,W,966919,579228,1546147
2004,W,917804,565878,1483682
2004,W,948790,577094,1525884
2004,W,858131,557755,1415886
2004,W,949103,573929,1523032
2004,W,949847,579487,1529334
2004,W,943445,579344,1522789
2004,W,1000741,592854,1593595
2004,W,1012716,589043,1601759
2004,W,971292,571811,1543103
2004,W,977036,585618,1562654
2004,W,975244,592042,1567286
2004,W,967733,588420,1556153
2004,W,799356,490037,1289393
2004,W,809673,560649,1370322
2004,W,831527,571813,1403340
2004,W,859829,593419,1453248
2004,W,864352,601171,1465523
2004,W,861336,600132,1461468
2004,W,951686,592025,1543711
2004,W,934712,592319,1527031
2004,W,943108,597005,1540113
2004,W,904333,597088,1501421
2004,W,977752,615945,1593697
2004,W,962323,576288,1538611
2004,W,985057,588215,1573272
2004,W,914358,585375,1499733
2004,W,909979,580209,1490188
2004,W,988876,579995,1568871
2004,W,1028235,580844,1609079
2004,W,1025965,615968,1641933
2004,W,1019276,622837,1642113
2004,W,994277,614497,1608774
2004,W,960594,591026,1551620
2004,W,939473,558691,1498164
2004,W,965692,583729,1549421
2004,W,944663,576643,1521306
2004,W,929271,579703,1508974
2004,W,899684,566238,1465922
2004,W,961334,567520,1528854
2004,W,957288,600273,1557561
2004,W,1010917,613954,1624871
2004,W,971148,604798,1575946
2004,W,945657,592577,1538234
2004,W,964387,572310,1536697
2004,W,967725,586827,1554552
2004,W,970166,583785,1553951
2004,W,960973,583639,1544612
2004,W,978308,574148,1552456
2004,W,988657,604744,1593401
2004,W,995228,605193,1600421
2004,W,1037077,597741,1634818
2004,W,1031015,619850,1650865
2004,W,975883,602548,1578431
2004,W,985865,627174,1613039
2004,W,967899,616418,1584317
2004,W,927625,614363,1541988
2004,W,951407,584390,1535797
2004,W,947940,569479,1517419
2004,W,973303,591145,1564448
2004,W,948614,584517,1533131
2004,W,938259,585309,1523568
2004,W,945720,600582,1546302
2004,W,783458,540333,1323791
2004,W,959598,597441,1557039
2004,W,858709,578302,1437011
2004,W,828438,571439,1399877
2004,W,894184,629449,1523633
2004,W,853024,572918,1425942
2004,W,911992,643017,1555009
2004,W,906761,639979,1546740
2004,W,953538,646062,1599600
2004,W,937281,647738,1585019
2004,W,877429,556428,1433857
2004,W,885461,568101,1453562
2004,W,909149,580508,1489657
2004,W,869159,560395,1429554
2004,W,883883,564588,1448471
2004,W,923012,571480,1494492
2004,W,906552,581198,1487750
2004,W,912348,615708,1528056
2004,W,898626,610788,1509414
2004,W,898918,593573,1492491
2004,W,896643,606660,1503303
2004,W,857917,590615,1448532
2004,W,858154,598156,1456310
2004,W,912722,590514,1503236
2004,W,852027,565461,1417488
2004,W,885055,590244,1475299
2004,W,883672,581804,1465476
2004,W,881356,574372,1455728
2004,W,918563,599378,1517941
2004,W,882460,544308,1426768
2004,W,933741,570440,1504181
2004,W,867932,556467,1424399
2004,W,918039,572708,1490747
2004,W,918834,576089,1494923
2004,W,866609,543743,1410352
2004,W,859980,584756,1444736
2004,W,848020,581158,1429178
2004,W,836018,586637,1422655
2004,W,887566,591673,1479239
2004,W,836413,531860,1368273
2004,W,847772,547281,1395053
2004,W,845492,550495,1395987
2004,W,861625,560944,1422569
2004,W,868398,568661,1437059
2004,W,857805,566252,1424057
2004,W,819217,567497,1386714
2004,W,831352,570388,1401740
2004,W,860869,586981,1447850
2004,W,878628,605790,1484418
2004,W,884633,567769,1452402
2004,W,899858,586695,1486553
2004,W,973679,597386,1571065
2004,W,953427,599495,1552922
2004,W,975876,588503,1564379
2004,W,1050387,626352,1676739
2004,W,1050697,637961,1688658
2004,W,1045824,628271,1674095
2004,W,1053387,651710,1705097
2004,W,1042442,636868,1679310
2004,W,1046788,648153,1694941
2004,W,1024350,640279,1664629
2004,W,1029871,621221,1651092
2004,W,1047045,625246,1672291
2004,W,1037831,618982,1656813
2004,W,1050001,632360,1682361
2004,W,1032930,629320,1662250
2004,W,1044192,639139,1683331
2004,W,1036019,622291,1658310
2004,W,1027685,636750,1664435
2004,W,1032855,651704,1684559
2004,W,1026441,651246,1677687
2004,W,1028258,652621,1680879
2004,W,1093423,654384,1747807
2004,W,1069102,626058,1695160
2004,W,1061080,632144,1693224
2004,W,1049585,633595,1683180
2004,W,1065448,640106,1705554
2004,W,993752,633554,1627306
2004,W,798129,533211,1331340
2004,W,1049798,636093,1685891
2004,W,1041758,633630,1675388
2004,W,1039134,634855,1673989
2004,W,1030816,634543,1665359
2004,W,996730,609460,1606190
2004,W,1021166,624056,1645222
2004,W,1023397,623762,1647159
2004,W,1052476,637181,1689657
2004,W,1042359,629243,1671602
2004,W,1026913,612489,1639402
2004,W,1022142,621378,1643520
2004,W,1034962,628723,1663685
2004,W,1033261,629827,1663088
2004,W,1025574,630736,1656310
2004,W,953969,587503,1541472
2004,W,913103,577460,1490563
2004,W,1075369,625991,1701360
2004,W,1018608,623937,1642545
2004,W,1062739,630151,1692890
2004,W,1033733,615996,1649729
2004,W,1035702,629375,1665077
2004,W,1042750,635694,1678444
2004,W,812757,549029,1361786
2004,W,924772,606762,1531534
2004,W,1006969,611786,1618755
2004,W,1025607,623801,1649408
2004,W,1018184,620535,1638719
2004,W,951154,610552,1561706
2004,W,1021327,622698,1644025
2004,W,1018065,606086,1624151
2004,W,1019132,616805,1635937
2004,W,835824,550778,1386602
2004,W,591445,345213,936658
2004,W,962243,588392,1550635
2004,W,970374,600955,1571329
2004,W,1032681,614286,1646967
2004,W,1018483,613061,1631544
2004,W,1060084,615342,1675426
2004,W,1000415,587577,1587992
2004,W,948268,587165,1535433
2004,W,1017145,605103,1622248
2004,W,1006857,607436,1614293
2004,W,1010307,598887,1609194
2004,W,922941,562847,1485788
2004,W,934042,574048,1508090
2004,W,974391,584961,1559352
2004,W,969829,585749,1555578
2004,W,978842,572764,1551606
2004,W,726487,488937,1215424
2004,W,783801,508747,1292548
2004,W,725010,473787,1198797
2004,W,670666,408740,1079406
2004,W,425489,191941,617430
2004,W,650769,386604,1037373
2004,W,698229,438802,1137031
2004,W,726475,456993,1183468
2004,W,738698,457796,1196494
2004,W,633996,364015,998011
2005,W,894571,512620,1407191
2005,W,972798,559563,1532361
2005,W,851226,558698,1409924
2005,W,862750,554283,1417033
2005,W,915274,554769,1470043
2005,W,979955,584456,1564411
2005,W,954938,590368,1545306
2005,W,972407,589359,1561766
2005,W,931709,582596,1514305
2005,W,894841,552090,1446931
2005,W,539410,349284,888694
2005,W,907849,569801,1477650
2005,W,947581,583108,1530689
2005,W,936302,590558,1526860
2005,W,968823,591645,1560468
2005,W,957377,580140,1537517
2005,W,995268,592253,1587521
2005,W,947433,581016,1528449
2005,W,955413,587048,1542461
2005,W,857968,554367,1412335
2005,W,992251,583230,1575481
2005,W,1050914,598684,1649598
2005,W,1046742,599354,1646096
2005,W,1061904,607326,1669230
2005,W,1062971,595511,1658482
2005,W,987016,578699,1565715
2005,W,1005698,593343,1599041
2005,W,989259,595976,1585235
2005,W,1012514,596286,1608800
2005,W,999975,566136,1566111
2005,W,1015673,596928,1612601
2005,W,980220,590777,1570997
2005,W,1002714,602439,1605153
2005,W,981996,593476,1575472
2005,W,983784,582874,1566658
2005,W,723673,445742,1169415
2005,W,1002989,600405,1603394
2005,W,996383,601647,1598030
2005,W,982207,599568,1581775
2005,W,1002592,590287,1592879
2005,W,943655,578722,1522377
2005,W,1012943,591771,1604714
2005,W,984054,587875,1571929
2005,W,1030040,600570,1630610
2005,W,1027003,589864,1616867
2005,W,814934,533210,1348144
2005,W,1009879,597987,1607866
2005,W,996362,598004,1594366
2005,W,941999,585359,1527358
2005,W,994830,587513,1582343
2005,W,980033,583024,1563057
2005,W,1017371,606409,1623780
2005,W,1011281,607649,1618930
2005,W,989736,605564,1595300
2005,W,1017219,593449,1610668
2005,W,849240,544264,1393504
2005,W,861916,553996,1415912
2005,W,837601,544825,1382426
2005,W,848267,544242,1392509
2005,W,717162,456076,1173238
2005,W,968792,568013,1536805
2005,W,1001423,598783,1600206
2005,W,942056,580582,1522638
2005,W,966045,589937,1555982
2005,W,1050962,600913,1651875
2005,W,1035659,608092,1643751
2005,W,1048343,612259,1660602
2005,W,1005400,610876,1616276
2005,W,1001832,612048,1613880
2005,W,1034023,642939,1676962
2005,W,1013684,615683,1629367
2005,W,938160,597721,1535881
2005,W,1016213,630756,1646969
2005,W,1026667,616143,1642810
2005,W,953214,602625,1555839
2005,W,1015285,609637,1624922
2005,W,1011163,622316,1633479
2005,W,963837,600039,1563876
2005,W,954629,601125,1555754
2005,W,926157,588764,1514921
2005,W,1003896,610619,1614515
2005,W,1002029,620181,1622210
2005,W,932943,620361,1553304
2005,W,945137,604452,1549589
2005,W,1036716,608264,1644980
2005,W,1000310,585188,1585498
2005,W,1045152,610739,1655891
2005,W,1036608,612365,1648973
2005,W,1044204,621992,1666196
2005,W,1027299,626005,1653304
2005,W,960649,593537,1554186
2005,W,1033686,634549,1668235
2005,W,908042,592526,1500568
2005,W,976440,605243,1581683
2005,W,980674,597196,1577870
2005,W,1005555,598942,1604497
2005,W,1013627,607296,1620923
2005,W,1003414,604841,1608255
2005,W,951340,593341,1544681
2005,W,1028933,625628,1654561
2005,W,997640,612963,1610603
2005,W,1017021,636017,1653038
2005,W,1002504,628633,1631137
2005,W,995429,632007,1627436
2005,W,987014,616101,1603115
2005,W,968847,591522,1560369
2005,W,1041992,613034,1655026
2005,W,1015376,603865,1619241
2005,W,1049697,616170,1665867
2005,W,1012097,619504,1631601
2005,W,1003186,628716,1631902
2005,W,984240,632453,1616693
2005,W,1000130,622726,1622856
2005,W,997687,654887,1652574
2005,W,973038,628857,1601895
2005,W,955995,635882,1591877
2005,W,941737,637318,1579055
2005,W,931626,603660,1535286
2005,W,998232,611676,1609908
2005,W,880325,591715,1472040
2005,W,889907,606210,1496117
2005,W,890705,607690,1498395
2005,W,888587,593403,1481990
2005,W,869672,643554,1513226
2005,W,867853,591716,1459569
2005,W,870601,632227,1502828
2005,W,871256,638601,1509857
2005,W,878941,646980,1525921
2005,W,945326,662564,1607890
2005,W,913873,569757,1483630
2005,W,926125,590642,1516767
2005,W,929359,578396,1507755
2005,W,950222,591325,1541547
2005,W,913284,573004,1486288
2005,W,909026,585394,1494420
2005,W,923039,596373,1519412
2005,W,936684,634107,1570791
2005,W,937018,631418,1568436
2005,W,902531,582649,1485180
2005,W,937251,608460,1545711
2005,W,888241,597676,1485917
2005,W,920983,610460,1531443
2005,W,945311,614666,1559977
2005,W,850441,580681,1431122
2005,W,876111,588210,1464321
2005,W,931658,626793,1558451
2005,W,923931,626164,1550095
2005,W,928563,618229,1546792
2005,W,954299,574337,1528636
2005,W,939108,600448,1539556
2005,W,950814,598977,1549791
2005,W,941632,597051,1538683
2005,W,965152,603948,1569100
2005,W,910549,590758,1501307
2005,W,917522,606419,1523941
2005,W,913900,605306,1519206
2005,W,859482,588881,1448363
2005,W,929636,606537,1536173
2005,W,892308,574348,1466656
2005,W,904327,589228,1493555
2005,W,909306,590352,1499658
2005,W,855225,561329,1416554
2005,W,934667,602164,1536831
2005,W,897988,597005,1494993
2005,W,907676,616739,1524415
2005,W,909467,616129,1525596
2005,W,907614,590749,1498363
2005,W,916046,625532,1541578
2005,W,921906,612444,1534350
2005,W,931235,625509,1556744
2005,W,928354,631355,1559709
2005,W,1019495,643731,1663226
2005,W,1015964,632104,1648068
2005,W,1094714,647343,1742057
2005,W,1090847,664041,1754888
2005,W,1090390,671553,1761943
2005,W,1092990,672572,1765562
2005,W,1088861,674800,1763661
2005,W,1081012,691104,1772116
2005,W,1072662,687668,1760330
2005,W,1070331,702096,1772427
2005,W,1061189,689685,1750874
2005,W,1033841,657717,1691558
2005,W,1091052,685957,1777009
2005,W,1085278,685975,1771253
2005,W,1045853,672603,1718456
2005,W,1068977,699466,1768443
2005,W,1050587,651165,1701752
2005,W,1091710,686977,1778687
2005,W,1019140,668450,1687590
2005,W,1065350,668926,1734276
2005,W,1114521,673776,1788297
2005,W,1137817,638813,1776630
2005,W,1099740,677721,1777461
2005,W,1099507,689759,1789266
2005,W,1084528,679966,1764494
2005,W,1037669,663271,1700940
2005,W,811357,562228,1373585
2005,W,1076154,687202,1763356
2005,W,1053577,685743,1739320
2005,W,1068998,665605,1734603
2005,W,1091226,683174,1774400
2005,W,1046900,653518,1700418
2005,W,1071110,669214,1740324
2005,W,1056343,666799,1723142
2005,W,1057585,676430,1734015
2005,W,1064058,674291,1738349
2005,W,995935,637292,1633227
2005,W,1034930,653259,1688189
2005,W,1041390,662049,1703439
2005,W,1039411,669962,1709373
2005,W,1050188,734562,1784750
2005,W,1000931,636744,1637675
2005,W,1104565,668971,1773536
2005,W,1077276,667966,1745242
2005,W,1108680,678842,1787522
2005,W,994280,653744,1648024
2005,W,1060057,648893,1708950
2005,W,998603,642398,1641001
2005,W,1034556,655614,1690170
2005,W,1049433,672627,1722060
2005,W,862413,587641,1450054
2005,W,1021597,637498,1659095
2005,W,1001890,644740,1646630
2005,W,960835,625642,1586477
2005,W,982303,636292,1618595
2005,W,997001,635900,1632901
2005,W,1023750,627654,1651404
2005,W,1012669,637432,1650101
2005,W,946475,594581,1541056
2005,W,542621,335201,877822
2005,W,964783,610273,1575056
2005,W,964736,621228,1585964
2005,W,975689,623427,1599116
2005,W,1002814,637299,1640113
2005,W,1012143,626729,1638872
2005,W,959432,591559,1550991
2005,W,943778,595172,1538950
2005,W,922076,591500,1513576
2005,W,900776,651313,1552089
2005,W,922330,630309,1552639
2005,W,974895,603601,1578496
2005,W,984740,612377,1597117
2005,W,959741,629222,1588963
2005,W,972435,621555,1593990
2005,W,952574,605734,1558308
2005,W,860779,535968,1396747
2005,W,894974,534766,1429740
2005,W,918067,553734,1471801
2005,W,912016,544544,1456560
2005,W,878003,479373,1357376
2005,W,735303,457726,1193029
2005,W,711850,462580,1174430
2005,W,738031,481238,1219269
2005,W,762706,471541,1234247
2006,W,772171,540341,1312512
2006,W,759600,543243,1302843
2006,W,766560,550285,1316845
2006,W,788239,551707,1339946
2006,W,917702,588402,1506104
2006,W,938390,600336,1538726
2006,W,927898,602096,1529994
2006,W,955926,616251,1572177
2006,W,887164,585207,1472371
2006,W,605772,399562,1005334
2006,W,948555,619527,1568082
2006,W,954238,621428,1575666
2006,W,983087,634043,1617130
2006,W,944694,615420,1560114
2006,W,976988,626292,1603280
2006,W,972893,634204,1607097
2006,W,980770,634664,1615434
2006,W,988382,643068,1631450
2006,W,889516,608327,1497843
2006,W,966708,614814,1581522
2006,W,995530,634459,1629989
2006,W,1035412,641676,1677088
2006,W,1025866,642353,1668219
2006,W,1020411,627330,1647741
2006,W,986048,612106,1598154
2006,W,1008328,631742,1640070
2006,W,977974,629155,1607129
2006,W,984574,635409,1619983
2006,W,1003608,623814,1627422
2006,W,799595,546148,1345743
2006,W,1044587,644218,1688805
2006,W,988045,626072,1614117
2006,W,930188,613347,1543535
2006,W,942685,604038,1546723
2006,W,681948,453199,1135147
2006,W,993188,623860,1617048
2006,W,999636,629122,1628758
2006,W,991146,635013,1626159
2006,W,987623,615401,1603024
2006,W,959193,603047,1562240
2006,W,987195,623237,1610432
2006,W,1020267,627527,1647794
2006,W,986927,620235,1607162
2006,W,1021045,620890,1641935
2006,W,794246,550369,1344615
2006,W,1006095,626557,1632652
2006,W,982979,623290,1606269
2006,W,979823,627081,1606904
2006,W,1015665,721158,1736823
2006,W,968366,609970,1578336
2006,W,1000900,629929,1630829
2006,W,1005800,632700,1638500
2006,W,953483,630443,1583926
2006,W,989694,633801,1623495
2006,W,963013,587104,1550117
2006,W,943649,585590,1529239
2006,W,982523,605646,1588169
2006,W,979617,609325,1588942
2006,W,978424,597943,1576367
2006,W,962206,601488,1563694
2006,W,981183,619650,1600833
2006,W,987756,636692,1624448
2006,W,996804,600724,1597528
2006,W,1028124,641079,1669203
2006,W,985177,616386,1601563
2006,W,1042810,660381,1703191
2006,W,1020222,654034,1674256
2006,W,998368,635705,1634073
2006,W,880902,634777,1515679
2006,W,880692,601070,1481762
2006,W,885029,628374,1513403
2006,W,877362,627736,1505098
2006,W,871878,634065,1505943
2006,W,804781,551524,1356305
2006,W,964793,623255,1588048
2006,W,1000958,646316,1647274
2006,W,984239,652275,1636514
2006,W,938226,641954,1580180
2006,W,999808,659127,1658935
2006,W,998455,642816,1641271
2006,W,953034,636129,1589163
2006,W,952603,649967,1602570
2006,W,955057,644011,1599068
2006,W,1008989,666532,1675521
2006,W,997873,738966,1736839
2006,W,1045233,664946,1710179
2006,W,1060500,663686,1724186
2006,W,1047587,665514,1713101
2006,W,1023957,651798,1675755
2006,W,1010412,624197,1634609
2006,W,1004081,650430,1654511
2006,W,1007923,648361,1656284
2006,W,926462,621331,1547793
2006,W,958553,639308,1597861
2006,W,961857,601838,1563695
2006,W,994913,648507,1643420
2006,W,964565,640270,1604835
2006,W,987234,653070,1640304
2006,W,994011,651428,1645439
2006,W,996607,629775,1626382
2006,W,1013298,647643,1660941
2006,W,951852,631510,1583362
2006,W,978387,639540,1617927
2006,W,988688,657379,1646067
2006,W,945888,632333,1578221
2006,W,968145,646966,1615111
2006,W,1028046,638192,1666238
2006,W,1031966,647618,1679584
2006,W,1005516,625171,1630687
2006,W,1008096,653049,1661145
2006,W,1012230,666040,1678270
2006,W,1011430,675651,1687081
2006,W,988332,652258,1640590
2006,W,960901,623525,1584426
2006,W,961923,664539,1626462
2006,W,941928,665279,1607207
2006,W,907237,659507,1566744
2006,W,966314,667762,1634076
2006,W,880777,608854,1489631
2006,W,889908,636659,1526567
2006,W,859537,629433,1488970
2006,W,872019,633021,1505040
2006,W,905242,639365,1544607
2006,W,852939,626802,1479741
2006,W,886147,642922,1529069
2006,W,886828,649479,1536307
2006,W,899339,667597,1566936
2006,W,950077,716112,1666189
2006,W,802169,684040,1486209
2006,W,901332,661426,1562758
2006,W,925381,678340,1603721
2006,W,928760,702727,1631487
2006,W,900356,618702,1519058
2006,W,873419,605343,1478762
2006,W,926286,615196,1541482
2006,W,922492,644488,1566980
2006,W,889540,669868,1559408
2006,W,886469,626986,1513455
2006,W,927651,675064,1602715
2006,W,911699,687896,1599595
2006,W,827202,644150,1471352
2006,W,931578,676491,1608069
2006,W,906725,633184,1539909
2006,W,919219,650364,1569583
2006,W,897731,641296,1539027
2006,W,894993,663387,1558380
2006,W,900144,673789,1573933
2006,W,831261,608739,1440000
2006,W,894297,619717,1514014
2006,W,872246,628299,1500545
2006,W,911057,656020,1567077
2006,W,951984,722072,1674056
2006,W,905263,633078,1538341
2006,W,916905,646778,1563683
2006,W,909623,641076,1550699
2006,W,856682,614321,1471003
2006,W,909305,638056,1547361
2006,W,857738,595551,1453289
2006,W,888214,618372,1506586
2006,W,878842,620892,1499734
2006,W,874196,628756,1502952
2006,W,869355,638938,1508293
2006,W,878842,613716,1492558
2006,W,896666,628952,1525618
2006,W,891561,632682,1524243
2006,W,831663,617548,1449211
2006,W,895640,645738,1541378
2006,W,792601,587722,1380323
2006,W,891705,638128,1529833
2006,W,913445,650359,1563804
2006,W,917102,654437,1571539
2006,W,977274,663472,1640746
2006,W,1056228,680476,1736704
2006,W,1069326,706958,1776284
2006,W,1043601,726551,1770152
2006,W,985806,708845,1694651
2006,W,981275,656692,1637967
2006,W,1030796,694780,1725576
2006,W,992146,694220,1686366
2006,W,1054398,719561,1773959
2006,W,1060398,729995,1790393
2006,W,1037929,688531,1726460
2006,W,1041255,690760,1732015
2006,W,1053131,700536,1753667
2006,W,1044501,696162,1740663
2006,W,993335,668669,1662004
2006,W,1041474,666046,1707520
2006,W,1054882,695484,1750366
2006,W,1035426,690413,1725839
2006,W,1043356,676811,1720167
2006,W,1058057,699340,1757397
2006,W,981933,635901,1617834
2006,W,1064774,681381,1746155
2006,W,1026517,675804,1702321
2006,W,1060282,698851,1759133
2006,W,1055911,691122,1747033
2006,W,806458,572361,1378819
2006,W,1055021,684475,1739496
2006,W,1022625,684138,1706763
2006,W,998899,676609,1675508
2006,W,1014747,680633,1695380
2006,W,1011001,668480,1679481
2006,W,1029815,683799,1713614
2006,W,1035671,687285,1722956
2006,W,1035827,689629,1725456
2006,W,1031742,705991,1737733
2006,W,1018534,659505,1678039
2006,W,1043962,675059,1719021
2006,W,1057646,663754,1721400
2006,W,994421,659139,1653560
2006,W,1007282,663912,1671194
2006,W,1033777,660257,1694034
2006,W,997495,663340,1660835
2006,W,1053237,673789,1727026
2006,W,1012046,671054,1683100
2006,W,959706,654291,1613997
2006,W,1026257,653935,1680192
2006,W,1033037,651606,1684643
2006,W,1046870,674951,1721821
2006,W,1001116,668263,1669379
2006,W,935843,610547,1546390
2006,W,1007564,643008,1650572
2006,W,1047208,669094,1716302
2006,W,1039976,661667,1701643
2006,W,998140,658701,1656841
2006,W,1018763,664438,1683201
2006,W,1022880,638117,1660997
2006,W,1022970,651230,1674200
2006,W,980561,616974,1597535
2006,W,628700,393228,1021928
2006,W,1012191,628799,1640990
2006,W,1030255,648239,1678494
2006,W,976231,634505,1610736
2006,W,985569,649626,1635195
2006,W,912314,629776,1542090
2006,W,962864,605349,1568213
2006,W,992857,620241,1613098
2006,W,1015490,629687,1645177
2006,W,921792,603900,1525692
2006,W,952445,626294,1578739
2006,W,995926,609360,1605286
2006,W,991473,612992,1604465
2006,W,1020619,640224,1660843
2006,W,1007667,626704,1634371
2006,W,1002739,632077,1634816
2006,W,990534,591895,1582429
2006,W,1019785,596338,1616123
2006,W,975226,586048,1561274
2006,W,924778,564199,1488977
2006,W,906201,529373,1435574
2006,W,652808,377449,1030257
2006,W,732919,460703,1193622
2006,W,758151,487441,1245592
2006,W,816636,499735,1316371
2007,W,772549,452097,1224646
2007,W,871683,561287,1432970
2007,W,814984,548904,1363888
2007,W,862748,569322,1432070
2007,W,976783,594028,1570811
2007,W,978577,598746,1577323
2007,W,968643,599118,1567761
2007,W,967218,602194,1569412
2007,W,973391,603456,1576847
2007,W,604564,389675,994239
2007,W,978082,620145,1598227
2007,W,977527,618895,1596422
2007,W,982237,620579,1602816
2007,W,978490,617473,1595963
2007,W,1002003,616824,1618827
2007,W,1011645,629993,1641638
2007,W,1006911,629208,1636119
2007,W,988347,630002,1618349
2007,W,901880,600561,1502441
2007,W,945286,594742,1540028
2007,W,952201,604145,1556346
2007,W,943384,598814,1542198
2007,W,1007882,616420,1624302
2007,W,958446,584607,1543053
2007,W,761572,500675,1262247
2007,W,850354,564981,1415335
2007,W,933093,593113,1526206
2007,W,948308,591797,1540105
2007,W,944364,582089,1526453
2007,W,793846,530211,1324057
2007,W,805441,607127,1412568
2007,W,884567,596676,1481243
2007,W,933588,604415,1538003
2007,W,928048,589591,1517639
2007,W,736322,466950,1203272
2007,W,1030943,626057,1657000
2007,W,1036604,631249,1667853
2007,W,1018598,631479,1650077
2007,W,999849,617663,1617512
2007,W,953661,597444,1551105
2007,W,998059,610100,1608159
2007,W,997324,617882,1615206
2007,W,991173,616136,1607309
